name,id,all_cleaned
Trevenant,709,"Trevenant: id: 709 - nickname: Elder Tree Pokémon - type: ghost and grass - height: 1.5 - weight: 71.0; descriptions: It's feared as a ghost of the forest. Lumberjacks bring along Fire types, which Trevenant hates, when they enter the forest.; Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.; This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest.; This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.; People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it's kind.; Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body.; It can control trees at will. It will trap people who harm the forest, so they can never leave.; Small roots that extend from the tips of this Pokémon's feet can tie into the trees of the forest and give Trevenant control over them."
Pumpkaboo,710,"Pumpkaboo: id: 710 - nickname: Pumpkin Pokémon - type: ghost and grass - height: 0.4 - weight: 5.0; descriptions: The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.; It is said to carry wandering spirits to the place where they belong so they can move on.; The light that streams out from the holes in the pumpkin can hypnotize and control the people and Pokémon that see it.; Spirits that wander this world are placed into Pumpkaboo's body. They're then moved on to the afterlife."
Gourgeist,711,"Gourgeist: id: 711 - nickname: Pumpkin Pokémon - type: ghost and grass - height: 0.9 - weight: 12.5; descriptions: It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.; Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.; In the darkness of a new moon night, Gourgeist will come knocking. Whoever answers the door will be swept off to the afterlife.; Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
Bergmite,712,"Bergmite: id: 712 - nickname: Ice Chunk Pokémon - type: ice - height: 1.0 - weight: 99.5; descriptions: Lives on mountains blanketed in perennial snow. It freezes water vapor in the air to make the ice helmet that it dons for defense.; It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.; Using air of 150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.; They chill the air around them to 150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.; This Pokémon lives in areas of frigid cold. It secures itself to the back of an Avalugg by freezing its feet in place."
Avalugg,713,"Avalugg: id: 713 - nickname: Iceberg Pokémon - type: ice - height: 2.0 - weight: 505.0; descriptions: As Avalugg moves about during the day, the cracks in its body deepen. The Pokémon's body returns to a pristine state overnight.; Its ice covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.; The armor of ice covering its lower jaw puts steel to shame and can shatter rocks with ease. This Pokémon barrels along steep mountain paths, cleaving through the deep snow.; The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.; At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs."
Noibat,714,"Noibat: id: 714 - nickname: Sound Wave Pokémon - type: flying and dragon - height: 0.5 - weight: 8.0; descriptions: After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.; Fruits are its favorite foods. This gourmet carefully picks out just the ripe ones using its sonar.; No wavelength of sound is beyond Noibat's ability to produce. The ultrasonic waves it generates can overcome much larger Pokémon.; It flies around in search of fruit to eat. It uses ultrasonic waves to detect which fruits are ripe.; They live in pitch black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.; Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000 hertz ultrasonic waves."
Noivern,715,"Noivern: id: 715 - nickname: Sound Wave Pokémon - type: flying and dragon - height: 1.5 - weight: 85.0; descriptions: Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.; Although it has a violent disposition, if you give it a nice ripe fruit that it loves, Noivern will suddenly become tame.; This hot blooded Pokémon attacks anything it sees with ultrasonic waves that can crush boulders.; They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.; Flying through the darkness, it weakens enemies with ultrasonic waves that could crush stone. Its fangs finish the fight.; The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack."
Xerneas,716,"Xerneas: id: 716 - nickname: Life Pokémon - type: fairy - height: 3.0 - weight: 215.0; descriptions: When the horns on its head shine in seven colors, it is said to be sharing everlasting life.; Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival."
Yveltal,717,"Yveltal: id: 717 - nickname: Destruction Pokémon - type: dark and flying - height: 5.8 - weight: 203.0; descriptions: When this legendary Pokémon's wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.; When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more."
Zygarde,718,"Zygarde: id: 718 - nickname: Order Pokémon - type: dragon and ground - height: 5.0 - weight: 305.0; descriptions: It's hypothesized that it's monitoring those who destroy the ecosystem from deep in the cave where it lives.; This is Zygarde's form when it has gathered 50 of its cells. It wipes out all those who oppose it, showing not a shred of mercy.; This is Zygarde's form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.; When the Kalos region's ecosystem falls into disarray, it appears and reveals its secret power.; It's thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.; Some say it can change to an even more powerful form when battling those who threaten the ecosystem."
Diancie,719,"Diancie: id: 719 - nickname: Jewel Pokémon - type: rock and fairy - height: 0.7 - weight: 8.8; descriptions: A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.; It can instantly create many diamonds by compressing the carbon in the air between its hands."
Hoopa,720,"Hoopa: id: 720 - nickname: Mischief Pokémon - type: psychic and ghost - height: 0.5 - weight: 9.0; descriptions: It gathers things it likes and passes them through its loop to teleport them to a secret place.; This troublemaker sends anything and everything to faraway places using its loop, which can warp space.; It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.; In its true form, it possess a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within."
Volcanion,721,Volcanion: id: 721 - nickname: Steam Pokémon - type: fire and water - height: 1.7 - weight: 195.0; descriptions: It lets out billows of steam and disappears into the dense fog. It's said to live in mountains where humans do not tread.; It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
Rowlet,722,"Rowlet: id: 722 - nickname: Grass Quill Pokémon - type: grass and flying - height: 0.3 - weight: 1.5; descriptions: It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.; Flies noiselessly on delicate wings. It has mastered the art of deftly launching dagger sharp feathers from those same wings.; It feels relaxed in tight, dark places and has been known to use its Trainer's pocket or bag as a nest.; Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.; At a distance, it launches its sharp feathers while flying about. If the enemy gets too close, Rowlet switches tactics and delivers vicious kicks.; This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.; During the day, it builds up energy via photosynthesis. At night, it flies silently through the sky, on the prowl for prey."
Dartrix,723,"Dartrix: id: 723 - nickname: Blade Quill Pokémon - type: grass and flying - height: 0.7 - weight: 16.0; descriptions: A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.; It throws one knifelike feather after another at its enemies, and each one precisely strikes a weak point. These feathers are known as blade quills.; It throws sharp feathers called blade quills at enemies or prey. It seldom misses.; It never slacks when it comes to the task of cleaning its feathers. Thorough preening keeps it looking spiffy and its blade quills nice and sharp.; Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out.; This narcissistic Pokémon is a clean freak. If you don't groom it diligently, it will stop listening to you.; Regularly basks in sunlight to gather power presumably due to the frigid climate. Nonetheless, the edges of the blade quills set into its wings are keen as ever."
Decidueye,724,"Decidueye: id: 724 - nickname: Arrow Quill Pokémon - type: grass and ghost - height: 1.6 - weight: 36.6; descriptions: As if wielding a bow, it launches the arrow quills hidden among the feathers of its wings. Decidueye's shots never miss.; The air stored inside the rachises of Decidueye's feathers insulates the Pokémon against Hisui's extreme cold. This is firm proof that evolution can be influenced by environment.; It nocks its arrow quills and shoots them at opponents. When it simply can't afford to miss, it tugs the vine on its head to improve its focus.; In a tenth of a second, it can nock and fire an arrow quill, piercing an opponent's weak point before they notice what's happening.; It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.; Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye.; Although basically cool and cautious, when it's caught by surprise, it's seized by panic."
Litten,725,"Litten: id: 725 - nickname: Fire Cat Pokémon - type: fire - height: 0.4 - weight: 4.3; descriptions: While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.; It doesn't allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.; Trying to pet Litten before it trusts you will result in a nasty scratch from its sharp claws. Be careful.; If you try too hard to get close to it, it won't open up to you. Even if you do grow close, giving it too much affection is still a no no.; Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur.; It spends even the smallest amount of downtime grooming its fur with its tongue. Loose fur gathers in its stomach and serves as fuel for fiery moves."
Torracat,726,"Torracat: id: 726 - nickname: Fire Cat Pokémon - type: fire - height: 0.7 - weight: 25.0; descriptions: In the midst of battle, the fire pouch on Torracat's neck rings like a bell and produces stronger flames than usual.; It boasts powerful front legs. With a single punch, it can bend an iron bar right over.; At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.; When facing a powerful enemy, Torracat's fighting spirit gets pumped up, and its fire bell blazes hotter.; When its mane is standing on end, you can tell it's feeling good. When it isn't feeling well, its fur will lie down flat.; It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer's whole body covered in scratches."
Incineroar,727,"Incineroar: id: 727 - nickname: Heel Pokémon - type: fire and dark - height: 1.8 - weight: 83.0; descriptions: This Pokémon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance.; When its fighting spirit is set alight, the flames around its waist become especially intense.; Incineroar's rough and aggressive behavior is its most notable trait, but the way it helps out small Pokémon shows that it has a kind side as well.; After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.; It excels at violent, no holds barred battles. The temperature of the flames that issue from its navel exceeds 3,600 degrees Fahrenheit.; Although it's rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
Popplio,728,"Popplio: id: 728 - nickname: Sea Lion Pokémon - type: water - height: 0.4 - weight: 7.5; descriptions: Popplio gets on top of its bouncy water balloons to jump higher. It's quite the acrobatic fighter; It creates special bouncy balloons to send at its opponents. When the balloons pop, the sheer force of their bursting is what deals damage.; This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.; This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.; If Popplio want to create big, powerful balloons, they must be persistent. It takes daily practice for these Pokémon to develop their skills.; The balloons it inflates with its nose grow larger and larger as it practices day by day."
Brionne,729,"Brionne: id: 729 - nickname: Pop Star Pokémon - type: water - height: 0.6 - weight: 17.5; descriptions: It attacks by smacking its enemies with the exploding water balloons that it creates.; On nights when the sea is calm, Brionne dance with one another to the singing of the Primarina that's leading them.; A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.; As if dancing, it artfully dodges the attacks of its enemies. All the while, it's busy forming a bunch of balloons to overwhelm its foes.; It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.; It gets excited when it sees a dance it doesn't know. This hard worker practices diligently until it can learn that dance."
Primarina,730,"Primarina: id: 730 - nickname: Soloist Pokémon - type: water and fairy - height: 1.8 - weight: 44.0; descriptions: For Primarina, every battle's a stage. Its singing and the dancing of its balloons will mesmerize the audience.; To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.; Its singing voice is its chief weapon in battle. This Pokémon's Trainer must prioritize the daily maintenance of its throat at all costs.; It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.; Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song.; With its mouth, it makes sonic waves that sound like beautiful singing. It uses the sonic waves to control its water balloons."
Pikipek,731,"Pikipek: id: 731 - nickname: Woodpecker Pokémon - type: normal and flying - height: 0.3 - weight: 1.2; descriptions: It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.; This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.; It may look spindly, but its neck muscles are heavy duty. It can peck at a tree 16 times per second; It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking."
Trumbeak,732,"Trumbeak: id: 732 - nickname: Bugle Beak Pokémon - type: normal and flying - height: 0.6 - weight: 14.8; descriptions: From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.; By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.; It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.; It can bend the tip of its beak to produce over a hundred different cries at will."
Toucannon,733,"Toucannon: id: 733 - nickname: Cannon Pokémon - type: normal and flying - height: 1.1 - weight: 26.0; descriptions: They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.; Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.; When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.; Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders."
Yungoos,734,"Yungoos: id: 734 - nickname: Loitering Pokémon - type: normal - height: 0.4 - weight: 6.0; descriptions: It wanders around in a never ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.; With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.; Its stomach takes up most of its long torso. It's a big eater, so the amount Trainers have to spend on its food is no laughing matter.; Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey."
Gumshoos,735,"Gumshoos: id: 735 - nickname: Stakeout Pokémon - type: normal - height: 0.7 - weight: 14.2; descriptions: It adores having Rattata and Raticate for dinner, but as it's diurnal, it never encounters them. This Pokémon boasts incredible patience.; Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal Rattata; Although it wasn't originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.; When it finds a trace of its prey, it patiently stakes out the location...but it's always snoozing by nightfall."
Grubbin,736,"Grubbin: id: 736 - nickname: Larva Pokémon - type: bug - height: 0.4 - weight: 4.4; descriptions: It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down.; If you find its nest, you shouldn't stick your hand inside. You'll get bitten by an irritated Grubbin.; Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.; It uses its big jaws to dig nests into the forest floor, and it loves to feed on sweet tree sap.; They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.; Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches."
Charjabug,737,"Charjabug: id: 737 - nickname: Battery Pokémon - type: bug and electric - height: 0.5 - weight: 10.5; descriptions: Its body is capable of storing electricity. On camping trips, people are grateful to have one around.; It buries itself in fallen leaves and barely moves, munching away on humus. If you accidentally step on one, you'll get a shock; Its digestive processes convert the leaves it eats into electricity. An electric sac in its belly stores the electricity for later use.; From the food it digests, it generates electricity, and it stores this energy in its electric sac.; Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents.; While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws."
Vikavolt,738,"Vikavolt: id: 738 - nickname: Stag Beetle Pokémon - type: bug and electric - height: 1.5 - weight: 45.0; descriptions: It has an organ that generates electricity in its abdomen. It concentrates energy in its strong jaws and fires off powerful jolts of electricity.; It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.; It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.; It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.; Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.; If it carries a Charjabug to use as a spare battery, a flying Vikavolt can rapidly fire high powered beams of electricity."
Crabrawler,739,"Crabrawler: id: 739 - nickname: Boxing Pokémon - type: fighting - height: 0.6 - weight: 7.0; descriptions: Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.; While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.; Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.; It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
Crabominable,740,"Crabominable: id: 740 - nickname: Woolly Crab Pokémon - type: fighting and ice - height: 1.7 - weight: 180.0; descriptions: Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.; It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.; It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits; It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
Oricorio,741,"Oricorio: id: 741 - nickname: Dancing Pokémon - type: fire and flying - height: 0.6 - weight: 3.4; descriptions: It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.; This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.; This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.; It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames."
Cutiefly,742,"Cutiefly: id: 742 - nickname: Bee Fly Pokémon - type: bug and fairy - height: 0.1 - weight: 0.2; descriptions: Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.; It feeds on the nectar and pollen of flowers. Because it's able to sense auras, it can identify which flowers are about to bloom.; Nectar and pollen are its favorite fare. In fields of flowers, it gets into skirmishes with Butterfree over food.; An opponent's aura can tell Cutiefly what that opponent's next move will be. Then Cutiefly can glide around the attack and strike back.; Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur's pollen.; Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes' movements and make fools of them."
Ribombee,743,"Ribombee: id: 743 - nickname: Bee Fly Pokémon - type: bug and fairy - height: 0.2 - weight: 0.5; descriptions: It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.; Rain makes pollen damp, so Ribombee hates rain. When it sees ominous clouds, it finds a hollow in a tree, where it waits stock still.; Ribombee absolutely hate getting wet or rained on. In the cloudy Galar region, they are very seldom seen.; Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements.; It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.; It makes pollen puffs from pollen and nectar. The puffs' effects depend on the type of ingredients and how much of each one is used."
Rockruff,744,"Rockruff: id: 744 - nickname: Puppy Pokémon - type: rock - height: 0.5 - weight: 9.2; descriptions: It's considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.; This Pokémon intimidates opponents by striking the ground with the rocks on its neck. The moment an opponent flinches, Rockruff attacks.; As they develop, their disposition grows more violent and aggressive. Many Trainers find them too much to handle and abandon them.; When it rubs the rocks on its neck against you, that's proof of its love for you. However, the rocks are sharp, so the gesture is quite painful; This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.; This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side."
Lycanroc,745,"Lycanroc: id: 745 - nickname: Wolf Pokémon - type: rock - height: 0.8 - weight: 25.0; descriptions: With swift movements, this Pokémon gradually backs its prey into a corner. Lycanroc's fangs are always aimed toward opponents' weak spots.; This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.; Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.; The sharp rocks in its mane can cut like knives. Lycanroc wears its prey down by degrees before finishing them off.; The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms.; When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer."
Wishiwashi,746,"Wishiwashi: id: 746 - nickname: Small Fry Pokémon - type: water - height: 0.2 - weight: 0.3; descriptions: They're weak, so they move in schools. However, they can also often be seen all alone, having strayed from the school.; When it senses danger, its eyes tear up. The sparkle of its tears signals other Wishiwashi to gather.; When it's in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away.; It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.; When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.; Individually, they're incredibly weak. It's by gathering up into schools that they're able to confront opponents."
Mareanie,747,"Mareanie: id: 747 - nickname: Brutal Star Pokémon - type: poison and water - height: 0.4 - weight: 8.0; descriptions: They eat Corsola branches, so Mareanie are hated by craftsmen who work with Corsola branches that have naturally fallen off.; Aside from its head, its body parts regenerate quickly if they're cut off. After a good night's sleep, Mareanie is back to normal.; The first symptom of its sting is numbness. The next is an itching sensation so intense that it's impossible to resist the urge to claw at your skin.; It's found crawling on beaches and seafloors. The coral that grows on Corsola's head is as good as a five star banquet to this Pokémon.; Unlike their Alolan counterparts, the Mareanie of the Galar region have not yet figured out that the branches of Corsola are delicious.; It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
Toxapex,748,"Toxapex: id: 748 - nickname: Brutal Star Pokémon - type: poison and water - height: 0.7 - weight: 14.5; descriptions: Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.; To attack, this Pokémon sends toxic spikes flying at its enemies. Ones that come close get mown down by the claws on its feet.; With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn't affect Toxapex in there, so it's very comfortable.; To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.; Within the poison sac in its body is a poison so toxic that Pokémon as large as Wailord will still be suffering three days after it first takes effect.; Those attacked by Toxapex's poison will suffer intense pain for three days and three nights. Post recovery, there will be some aftereffects."
Mudbray,749,"Mudbray: id: 749 - nickname: Donkey Pokémon - type: ground - height: 1.0 - weight: 110.0; descriptions: Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It's skilled at making use of mud.; It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.; The mud stuck to Mudbray's hooves enhances its grip and its powerful running gait.; Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine.; It eats dirt to create mud and smears this mud all over its feet, giving them the grip needed to walk on rough terrain without slipping.; It loves playing in the mud. If it isn't showered with mud on a daily basis, it gets stressed out and stops listening to its Trainer."
Mudsdale,750,"Mudsdale: id: 750 - nickname: Draft Horse Pokémon - type: ground - height: 2.5 - weight: 920.0; descriptions: It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10 ton load.; It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.; Its heavy, mud covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.; It remains calm and unmoving no matter the situation. It mixes dirt with the saliva in its mouth to make a special kind of mud.; Mud that hardens around a Mudsdale's legs sets harder than stone. It's so hard that it allows this Pokémon to scrap a truck with a single kick.; Mudsdale has so much stamina that it could carry over 10 tons across the Galar region without rest or sleep."
Dewpider,751,"Dewpider: id: 751 - nickname: Water Bubble Pokémon - type: water and bug - height: 0.3 - weight: 4.0; descriptions: When it comes across enemies or potential prey, this Pokémon smashes its water bubble covered head into them.; It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.; Dewpider normally lives underwater. When it comes onto land in search of food, it takes water with it in the form of a bubble on its head.; When two Dewpider meet, they display their water bubbles to each other. Then the one with the smaller bubble gets out of the other's way.; It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land.; It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water bubble sizes."
Araquanid,752,"Araquanid: id: 752 - nickname: Water Bubble Pokémon - type: water and bug - height: 1.8 - weight: 82.0; descriptions: It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.; It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.; It has a habit of storing things it values in its water bubble. If its Trainer doesn't watch out, Araquanid will try to put them in its bubble; It acts as a caretaker for Dewpider, putting them inside its bubble and letting them eat any leftover food.; Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.; It usually passes its time in the water. When its belly is full, it stores its subdued prey in the water bubble on its head."
Fomantis,753,"Fomantis: id: 753 - nickname: Sickle Grass Pokémon - type: grass - height: 0.3 - weight: 1.5; descriptions: They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.; During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.; During the day, Fomantis basks in sunlight and sleeps peacefully. It wakes and moves around at night.; When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.; When the sun rises, Fomantis spreads its four leaves and bathes in the sunlight. The tip of its head has a pleasant aroma.; It loves the sunshine. When it basks in the sunlight regularly, it grows up with vivid coloration."
Lurantis,754,"Lurantis: id: 754 - nickname: Bloom Sickle Pokémon - type: grass - height: 0.9 - weight: 18.5; descriptions: This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.; It fires beams from its sickle shaped petals. These beams are powerful enough to cleave through thick metal plates.; As it slashes into its enemies, it looks like it's dancing. Its elegant appearance has led some to call it the most glamorous Grass Pokémon.; It requires a lot of effort to maintain Lurantis's vivid coloring, but some collectors enjoy this work and treat it as their hobby.; For self protection, it pretends to be a bug Pokémon. Both of its arms bear keen edged petals.; The petals on this Pokémon's arms are thin and super sharp, and they can fire laser beams if Lurantis gathers light first."
Morelull,755,"Morelull: id: 755 - nickname: Illuminating Pokémon - type: grass and fairy - height: 0.2 - weight: 1.5; descriptions: It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.; It scatters its shining spores around itself. Even though they're dangerous, nighttime tours of forests where Morelull live are popular.; It likes damp dark places. When night falls, the spores filling the caps of its mushrooms glow.; Morelull live in forests that stay dark even during the day. They scatter flickering spores that put enemies to sleep.; Pokémon living in the forest eat the delicious caps on Morelull's head. The caps regrow overnight.; As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree."
Shiinotic,756,"Shiinotic: id: 756 - nickname: Illuminating Pokémon - type: grass and fairy - height: 1.0 - weight: 11.5; descriptions: Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.; Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.; It puts its prey to sleep and siphons off their vitality through the tip of its arms. If one of its kind is weakened, it helps by sending it vitality.; If you see a light deep in a forest at night, don't go near. Shiinotic will make you fall fast asleep.; It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.; When it starts fighting for territory with Parasect, the entire area gets completely coated in spores"
